session_id,label,session_duration_s,events_count,emg_duration_s,emg_rms_mean,emg_rms_max,emg_rms_std,emg_contractions_count,emg_rest_count,emg_contraction_ratio,hr_duration_s,hr_raw_mean,hr_filtered_mean,hr_filtered_max,hr_filtered_std,hr_valid_ratio,hr_above_threshold_ratio
synthetic_low_001,low,32.48780732565557,4,9.288071940878575,51.89495611734287,382.5790119150864,105.33118582576266,0,18,0.07843205017327279,22.81011558209078,37.336799536424344,63.95137933219635,65.01099924300138,1.3386826905061495,0.5674904146121424,0.0
synthetic_low_002,low,32.31550957520944,3,8.866464710328012,46.42365759113127,745.2570409411949,117.2992767821644,1,18,0.013182697103566392,24.20343817833966,37.786901238042915,63.806281239368616,64.49435746106622,1.355832638907124,0.5674358571272272,0.0
synthetic_low_003,low,34.03263042470758,4,9.186811062306013,28.2691111103889,339.6626044287377,112.74246022668464,2,18,0.0450311355240278,23.27644191175891,34.015727432801015,63.7805913133553,64.77199544096383,1.434406847527332,0.5935697726227389,0.0
synthetic_low_004,low,32.157878401436214,4,9.090363695072194,40.22620491128699,315.15789499678186,89.82831881275803,2,19,0.09853330411865407,23.62889295626763,38.57808852683482,64.07349409274563,64.91674272910254,1.4413462088861884,0.5760124736491241,0.0
synthetic_low_005,low,34.02135569170995,5,9.079483456008784,49.30446143361203,515.9588725304376,93.3032435364703,2,19,0.05027707979083564,24.661688646124922,31.583619755641386,64.25051607963493,65.04308610056353,1.3469847739971355,0.586066900336807,0.0
synthetic_low_006,low,33.441953516839234,4,8.564925203795095,43.53170108471042,492.392966555012,122.23668702656761,2,18,0.0,24.16274357000842,36.94234884432155,63.70881017547722,64.79470198009088,1.2760911165798474,0.5730831234966496,0.03753929427947106
synthetic_low_007,low,36.86396204111048,4,10.501167434685712,3.1075369172407985,87.57372577186041,20.93704430003254,7,15,0.22516318421808867,26.18768678178812,45.04740472741068,64.98704464409555,66.92016764570073,1.1318315033733668,0.7598934585928346,0.008728890641591948
synthetic_low_008,low,33.089576209055444,4,9.4195262391489,34.694041486813006,399.11501895617846,118.75800422148461,1,18,0.04736821274164087,23.32078439567421,40.22169068435701,64.32485417691763,63.76317732647677,1.4616885881285306,0.6476421729456433,0.06158891883580552
synthetic_low_009,low,36.78149482917231,4,10.344605139934401,23.32174589911938,203.28268389353477,47.05522543507314,6,15,0.2857532720177271,27.185413267521277,49.414794027984904,65.49784920990024,67.00452622021766,1.0822203392508927,0.7230400927546499,0.0
synthetic_low_010,low,32.9455583539712,4,9.584245850112382,42.64656020855615,600.211448799737,128.36011635927815,1,17,0.0,24.050343093508072,33.52128648647552,64.03626467274646,65.49521511040969,1.3760858208918854,0.5654176211026427,0.0
synthetic_low_011,low,38.241353937694655,4,10.746718454361138,15.956203989026475,0.0,20.272088601334126,7,14,0.4408011370322348,26.85180299510246,43.2389417285119,65.43169664408981,66.51755718703882,1.156523542367412,0.7382184360841523,0.0
synthetic_low_012,low,38.62991511131468,4,10.810771660572712,0.1046280260595811,293.8542407942668,18.303210578237557,8,14,0.31742975102383253,26.806899752309352,45.47750305331744,65.49741409040455,67.64363801042197,1.019175161654363,0.7290289206428654,0.01971699757324149
synthetic_low_013,low,40.786835324144214,4,10.646573776000503,14.849850864283319,120.00474529430562,6.854688720079578,8,14,0.340290056359155,26.537590716759723,45.31434623961417,65.08672039406655,66.69837556754632,1.0533414632612736,0.6346481102977954,0.0
synthetic_low_014,low,36.362441921821656,5,10.324195061411297,6.205855077346892,148.78495429497426,4.536632080001864,8,14,0.1997611440410925,26.847262213034455,42.47145287017778,65.0759804921161,66.63720769749254,1.1183775013803445,0.6871420235862931,0.0
synthetic_low_015,low,31.809989272956482,3,9.170058594876322,36.104410536333916,474.0948285927429,95.8534172698345,0,18,0.025388411396775615,23.559544506154044,35.26330119150062,63.89794762302708,65.77234876531672,1.3745470646526239,0.5997052933305516,0.0
synthetic_low_016,low,37.21354572179863,4,11.286760551404354,8.249085511091636,45.49658239444322,3.6844063608688877,9,15,0.27002904403133066,26.070651296368943,45.48854486311698,64.98971842846284,66.81762655993208,1.1159185316706521,0.7002637338705804,0.04158542884879237
synthetic_low_017,low,37.86089722273354,4,11.466690190728684,15.107185208888465,229.39150083768726,4.222156726377294,7,15,0.2734917081139548,26.30443113793469,45.17966259001023,65.04748694285324,66.7281336812314,1.1764889167431791,0.7666536250643295,0.0
synthetic_low_018,low,34.84345273945073,5,9.057931085773486,38.874839353218164,484.33413444495744,162.40675589514984,2,19,0.03932600329215496,23.545213424035985,38.54586179889045,64.03843373363698,64.06084630845051,1.448809388383799,0.5650084107709085,0.10556588208081259
synthetic_low_019,low,38.156220599331434,4,10.842605445391285,21.02613828169222,0.0,0.0,6,14,0.32543074302280545,26.180722440262322,48.39953196567574,64.83801345337747,67.76964745820933,1.0425321225093223,0.6668166248757192,0.0
synthetic_low_020,low,38.05575848277517,4,10.994755558296559,15.678293102133622,141.4845248325494,29.446478087247236,6,15,0.36729420142756464,26.953176801408766,45.73323352824951,65.26734036182314,67.6324118583272,1.0676493170513757,0.7200018150026486,0.0
synthetic_low_021,low,38.94178999762606,4,10.41146475460893,3.9701021351373385,22.671775617993262,90.03624324507464,5,14,0.34394694102635004,26.40754472064745,45.3511128618138,65.848714391139,66.57765787620907,1.1048640222162132,0.7097185560350192,0.0
synthetic_low_022,low,33.97426365815744,4,8.839841756822866,42.1179353777964,260.18199658541363,149.07222777468195,1,19,0.09297343522439563,24.508175048973857,36.24323589331872,64.06212521603094,65.27674493601478,1.4225079684643354,0.6177217185337391,0.0
synthetic_low_023,low,37.86354942207868,4,11.157884334759135,6.721740486481994,0.0,6.793839000008443,5,16,0.27057836123926193,25.107305414899894,44.55407337231203,64.77682481662873,67.7870879143881,1.136188722630947,0.7229945548327454,0.02680132674524291
synthetic_low_024,low,36.41139151982498,4,10.441117186539547,0.0,62.66979536734889,0.0,9,15,0.32117918052786293,26.788951093260664,45.207909242472425,65.19992814997457,67.41754783835856,1.037044839472016,0.682796578224601,0.0
synthetic_low_025,low,39.00485323005728,5,10.608610632786187,20.4274956778914,0.0,33.010666649302095,7,14,0.38604465874965443,25.156046058519983,41.701529979805954,65.34206185858535,67.28280258927629,1.1683488405755282,0.725806890886279,0.07383293127148145
synthetic_low_026,low,34.434253556366826,4,8.452376169376267,51.79147078171224,466.2802524033029,136.77548652787607,0,18,0.0529761966296548,23.53488131125698,36.207513565710904,64.18984480813961,64.4715548482552,1.3570816946787467,0.5869169578614283,0.025721941702937453
synthetic_low_027,low,33.4850515482528,4,9.106374863600525,39.15618426940278,611.2969153311585,106.08340167330003,2,18,0.07982092118931854,24.496449876464585,31.606970871739744,63.80032984903131,65.29388738316965,1.444443492839926,0.5893841157437264,0.002478636464970223
